time_utc,p10,p50,p90
2026-07-22 22:00:00+00:00,122.37,148.13,160.67
2026-07-22 23:00:00+00:00,120.08,138.72,155.47
2026-07-23 00:00:00+00:00,112.68,129.16,147.19
2026-07-23 01:00:00+00:00,112.88,128.89,146.63
2026-07-23 02:00:00+00:00,112.54,128.64,144.98
2026-07-23 03:00:00+00:00,112.75,132.48,148.45
2026-07-23 04:00:00+00:00,120.99,144.28,158.77
2026-07-23 05:00:00+00:00,117.76,142.64,177.64
2026-07-23 06:00:00+00:00,99.30,123.10,151.59
2026-07-23 07:00:00+00:00,64.42,96.76,125.45
2026-07-23 08:00:00+00:00,41.86,65.58,97.38
2026-07-23 09:00:00+00:00,28.64,48.20,86.23
2026-07-23 10:00:00+00:00,18.18,36.51,76.29
2026-07-23 11:00:00+00:00,17.19,35.42,77.92
2026-07-23 12:00:00+00:00,23.58,40.67,91.07
2026-07-23 13:00:00+00:00,38.53,66.98,98.65
2026-07-23 14:00:00+00:00,56.75,86.79,115.33
2026-07-23 15:00:00+00:00,93.42,108.27,145.04
2026-07-23 16:00:00+00:00,122.72,136.54,165.00
2026-07-23 17:00:00+00:00,136.94,168.35,250.26
2026-07-23 18:00:00+00:00,140.30,174.35,255.04
2026-07-23 19:00:00+00:00,137.91,175.81,254.96
2026-07-23 20:00:00+00:00,132.46,159.80,207.80
2026-07-23 21:00:00+00:00,122.62,146.23,161.41
