time_utc,p10,p50,p90
2026-08-06 22:00:00+00:00,131.05,172.04,224.92
2026-08-06 23:00:00+00:00,124.57,162.08,199.30
2026-08-07 00:00:00+00:00,120.76,155.49,195.59
2026-08-07 01:00:00+00:00,119.47,149.18,185.23
2026-08-07 02:00:00+00:00,118.03,142.26,183.52
2026-08-07 03:00:00+00:00,117.83,145.57,181.59
2026-08-07 04:00:00+00:00,125.97,150.30,189.86
2026-08-07 05:00:00+00:00,121.16,142.61,180.28
2026-08-07 06:00:00+00:00,103.40,124.85,153.47
2026-08-07 07:00:00+00:00,69.34,102.34,122.61
2026-08-07 08:00:00+00:00,35.40,83.18,111.10
2026-08-07 09:00:00+00:00,23.21,73.25,101.69
2026-08-07 10:00:00+00:00,19.27,55.18,96.26
2026-08-07 11:00:00+00:00,21.91,73.89,103.70
2026-08-07 12:00:00+00:00,32.02,84.65,116.16
2026-08-07 13:00:00+00:00,52.44,109.82,148.66
2026-08-07 14:00:00+00:00,110.11,149.20,184.24
2026-08-07 15:00:00+00:00,127.92,174.01,216.84
2026-08-07 16:00:00+00:00,158.60,256.86,337.84
2026-08-07 17:00:00+00:00,176.16,276.41,356.01
2026-08-07 18:00:00+00:00,176.77,273.23,353.11
2026-08-07 19:00:00+00:00,166.93,240.88,325.81
2026-08-07 20:00:00+00:00,147.81,174.30,218.38
2026-08-07 21:00:00+00:00,116.11,147.75,174.90
