time_utc,p10,p50,p90
2026-09-25 22:00:00+00:00,136.75,157.60,182.30
2026-09-25 23:00:00+00:00,134.13,157.57,176.37
2026-09-26 00:00:00+00:00,132.11,152.98,170.99
2026-09-26 01:00:00+00:00,132.09,150.81,170.23
2026-09-26 02:00:00+00:00,135.34,153.73,168.37
2026-09-26 03:00:00+00:00,133.83,145.55,166.67
2026-09-26 04:00:00+00:00,160.35,170.41,201.52
2026-09-26 05:00:00+00:00,165.00,179.81,215.59
2026-09-26 06:00:00+00:00,147.94,167.13,204.82
2026-09-26 07:00:00+00:00,125.16,151.71,187.53
2026-09-26 08:00:00+00:00,112.09,131.72,168.30
2026-09-26 09:00:00+00:00,100.24,116.62,159.48
2026-09-26 10:00:00+00:00,77.57,117.01,150.53
2026-09-26 11:00:00+00:00,63.30,113.04,154.46
2026-09-26 12:00:00+00:00,96.79,115.75,164.46
2026-09-26 13:00:00+00:00,108.76,134.54,165.92
2026-09-26 14:00:00+00:00,128.48,138.54,178.91
2026-09-26 15:00:00+00:00,162.09,186.97,218.77
2026-09-26 16:00:00+00:00,185.54,198.17,218.31
2026-09-26 17:00:00+00:00,190.65,204.27,240.46
2026-09-26 18:00:00+00:00,177.12,199.50,230.55
2026-09-26 19:00:00+00:00,160.53,173.30,202.07
2026-09-26 20:00:00+00:00,141.99,154.93,177.65
2026-09-26 21:00:00+00:00,124.79,138.15,173.13
