time_utc,p10,p50,p90
2026-09-11 22:00:00+00:00,128.14,145.21,178.09
2026-09-11 23:00:00+00:00,126.90,142.46,175.01
2026-09-12 00:00:00+00:00,124.59,146.93,174.30
2026-09-12 01:00:00+00:00,119.15,146.07,174.17
2026-09-12 02:00:00+00:00,121.98,149.09,174.64
2026-09-12 03:00:00+00:00,125.23,152.09,179.95
2026-09-12 04:00:00+00:00,141.70,168.85,217.65
2026-09-12 05:00:00+00:00,141.78,172.22,220.12
2026-09-12 06:00:00+00:00,118.29,165.87,213.51
2026-09-12 07:00:00+00:00,69.66,138.52,175.14
2026-09-12 08:00:00+00:00,47.44,124.80,170.31
2026-09-12 09:00:00+00:00,46.33,123.67,162.71
2026-09-12 10:00:00+00:00,48.99,127.68,168.98
2026-09-12 11:00:00+00:00,54.15,129.07,168.37
2026-09-12 12:00:00+00:00,66.68,138.70,173.64
2026-09-12 13:00:00+00:00,96.18,144.25,178.16
2026-09-12 14:00:00+00:00,122.06,147.94,184.25
2026-09-12 15:00:00+00:00,145.42,169.89,224.10
2026-09-12 16:00:00+00:00,155.21,189.11,228.34
2026-09-12 17:00:00+00:00,166.99,222.20,270.63
2026-09-12 18:00:00+00:00,165.62,222.45,274.46
2026-09-12 19:00:00+00:00,153.06,188.53,234.09
2026-09-12 20:00:00+00:00,148.47,175.32,229.65
2026-09-12 21:00:00+00:00,137.11,175.17,206.33
