time_utc,p10,p50,p90
2026-09-26 22:00:00+00:00,13169.0,13752.0,14326.9
2026-09-26 23:00:00+00:00,12757.2,13340.2,13915.1
2026-09-27 00:00:00+00:00,12464.4,13047.4,13622.3
2026-09-27 01:00:00+00:00,12419.0,13002.0,13576.9
2026-09-27 02:00:00+00:00,12450.1,13033.1,13608.0
2026-09-27 03:00:00+00:00,12692.3,13275.3,13850.2
2026-09-27 04:00:00+00:00,13128.9,13711.9,14286.8
2026-09-27 05:00:00+00:00,13703.0,14286.0,14860.9
2026-09-27 06:00:00+00:00,14350.3,14933.3,15508.3
2026-09-27 07:00:00+00:00,14911.2,15494.1,16069.1
2026-09-27 08:00:00+00:00,15284.0,15867.0,16441.9
2026-09-27 09:00:00+00:00,15220.1,15803.0,16378.0
2026-09-27 10:00:00+00:00,15210.4,15793.4,16368.3
2026-09-27 11:00:00+00:00,15234.0,15817.0,16391.9
2026-09-27 12:00:00+00:00,15269.2,15852.2,16427.1
2026-09-27 13:00:00+00:00,15286.5,15869.4,16444.4
2026-09-27 14:00:00+00:00,15536.8,16119.8,16694.7
2026-09-27 15:00:00+00:00,15848.7,16431.7,17006.6
2026-09-27 16:00:00+00:00,16373.0,16955.9,17530.9
2026-09-27 17:00:00+00:00,16769.4,17352.4,17927.3
2026-09-27 18:00:00+00:00,16199.3,16782.2,17357.2
2026-09-27 19:00:00+00:00,15206.2,15789.2,16364.1
2026-09-27 20:00:00+00:00,14317.4,14900.4,15475.3
2026-09-27 21:00:00+00:00,13325.6,13908.6,14483.6
