time_utc,p10,p50,p90
2026-09-09 22:00:00+00:00,137.67,150.87,176.95
2026-09-09 23:00:00+00:00,122.81,132.87,160.24
2026-09-10 00:00:00+00:00,117.78,127.84,150.43
2026-09-10 01:00:00+00:00,114.62,124.69,149.72
2026-09-10 02:00:00+00:00,119.08,129.14,152.88
2026-09-10 03:00:00+00:00,124.06,135.71,157.51
2026-09-10 04:00:00+00:00,141.24,170.98,191.92
2026-09-10 05:00:00+00:00,139.23,192.36,202.42
2026-09-10 06:00:00+00:00,96.65,120.89,157.82
2026-09-10 07:00:00+00:00,77.82,104.27,135.49
2026-09-10 08:00:00+00:00,56.56,76.97,108.42
2026-09-10 09:00:00+00:00,27.40,55.46,91.33
2026-09-10 10:00:00+00:00,17.99,44.48,83.34
2026-09-10 11:00:00+00:00,38.16,48.22,84.71
2026-09-10 12:00:00+00:00,58.15,77.44,103.69
2026-09-10 13:00:00+00:00,99.61,122.76,158.79
2026-09-10 14:00:00+00:00,124.89,160.76,209.96
2026-09-10 15:00:00+00:00,169.64,233.30,296.72
2026-09-10 16:00:00+00:00,192.28,270.08,362.27
2026-09-10 17:00:00+00:00,194.93,288.61,360.24
2026-09-10 18:00:00+00:00,196.31,274.08,347.97
2026-09-10 19:00:00+00:00,167.57,194.93,237.93
2026-09-10 20:00:00+00:00,152.92,165.54,192.47
2026-09-10 21:00:00+00:00,133.72,143.78,179.05
