time_utc,p10,p50,p90
2026-09-21 22:00:00+00:00,126.81,140.21,155.63
2026-09-21 23:00:00+00:00,118.09,132.19,146.54
2026-09-22 00:00:00+00:00,113.83,129.16,144.53
2026-09-22 01:00:00+00:00,111.08,125.98,140.78
2026-09-22 02:00:00+00:00,111.93,127.04,142.24
2026-09-22 03:00:00+00:00,118.63,134.66,151.41
2026-09-22 04:00:00+00:00,144.16,167.85,198.69
2026-09-22 05:00:00+00:00,169.67,210.22,278.66
2026-09-22 06:00:00+00:00,124.05,148.44,184.13
2026-09-22 07:00:00+00:00,83.85,106.80,132.04
2026-09-22 08:00:00+00:00,54.66,86.84,113.87
2026-09-22 09:00:00+00:00,46.36,79.85,104.86
2026-09-22 10:00:00+00:00,42.58,76.35,102.03
2026-09-22 11:00:00+00:00,41.51,76.32,102.79
2026-09-22 12:00:00+00:00,44.82,76.96,104.92
2026-09-22 13:00:00+00:00,53.52,85.44,112.89
2026-09-22 14:00:00+00:00,71.93,101.94,128.12
2026-09-22 15:00:00+00:00,129.24,157.01,192.14
2026-09-22 16:00:00+00:00,161.70,203.48,270.99
2026-09-22 17:00:00+00:00,185.88,232.02,325.43
2026-09-22 18:00:00+00:00,167.97,207.62,277.22
2026-09-22 19:00:00+00:00,135.04,158.69,190.74
2026-09-22 20:00:00+00:00,123.98,141.24,162.15
2026-09-22 21:00:00+00:00,127.09,146.05,168.95
