time_utc,p10,p50,p90
2026-08-22 22:00:00+00:00,115.81,128.38,142.02
2026-08-22 23:00:00+00:00,111.79,124.26,137.76
2026-08-23 00:00:00+00:00,103.92,116.98,130.65
2026-08-23 01:00:00+00:00,103.26,116.69,129.86
2026-08-23 02:00:00+00:00,102.34,115.69,129.38
2026-08-23 03:00:00+00:00,101.49,115.55,129.15
2026-08-23 04:00:00+00:00,96.66,113.29,130.70
2026-08-23 05:00:00+00:00,91.30,110.17,130.11
2026-08-23 06:00:00+00:00,70.31,96.76,118.95
2026-08-23 07:00:00+00:00,58.99,86.52,111.49
2026-08-23 08:00:00+00:00,35.34,73.16,101.68
2026-08-23 09:00:00+00:00,9.83,58.14,90.04
2026-08-23 10:00:00+00:00,11.36,54.87,85.54
2026-08-23 11:00:00+00:00,-0.10,48.86,82.81
2026-08-23 12:00:00+00:00,-0.90,45.60,81.14
2026-08-23 13:00:00+00:00,1.64,51.79,86.94
2026-08-23 14:00:00+00:00,40.94,79.06,104.51
2026-08-23 15:00:00+00:00,84.58,108.11,128.81
2026-08-23 16:00:00+00:00,109.36,130.53,158.10
2026-08-23 17:00:00+00:00,124.76,148.52,187.33
2026-08-23 18:00:00+00:00,136.08,164.95,209.07
2026-08-23 19:00:00+00:00,139.90,165.26,201.00
2026-08-23 20:00:00+00:00,132.23,152.63,177.42
2026-08-23 21:00:00+00:00,121.96,139.60,160.55
