time_utc,p10,p50,p90
2026-07-15 22:00:00+00:00,14848.7,15437.2,16008.8
2026-07-15 23:00:00+00:00,14282.0,14870.6,15442.1
2026-07-16 00:00:00+00:00,13897.0,14485.5,15057.1
2026-07-16 01:00:00+00:00,13878.3,14466.8,15038.4
2026-07-16 02:00:00+00:00,13877.6,14466.1,15037.7
2026-07-16 03:00:00+00:00,14399.0,14987.5,15559.1
2026-07-16 04:00:00+00:00,16665.1,17253.6,17825.2
2026-07-16 05:00:00+00:00,18157.3,18745.8,19317.4
2026-07-16 06:00:00+00:00,18779.0,19367.5,19939.1
2026-07-16 07:00:00+00:00,18960.4,19548.9,20120.5
2026-07-16 08:00:00+00:00,18970.7,19559.2,20130.8
2026-07-16 09:00:00+00:00,19247.2,19835.7,20407.3
2026-07-16 10:00:00+00:00,19584.4,20172.9,20744.5
2026-07-16 11:00:00+00:00,19615.4,20203.9,20775.5
2026-07-16 12:00:00+00:00,19503.1,20091.6,20663.2
2026-07-16 13:00:00+00:00,19596.2,20184.8,20756.3
2026-07-16 14:00:00+00:00,19666.4,20254.9,20826.5
2026-07-16 15:00:00+00:00,19926.0,20514.5,21086.1
2026-07-16 16:00:00+00:00,20241.0,20829.5,21401.1
2026-07-16 17:00:00+00:00,19863.9,20452.4,21024.0
2026-07-16 18:00:00+00:00,19525.3,20113.8,20685.4
2026-07-16 19:00:00+00:00,18675.4,19263.9,19835.5
2026-07-16 20:00:00+00:00,17429.5,18018.1,18589.6
2026-07-16 21:00:00+00:00,16031.1,16619.6,17191.2
