time_utc,p10,p50,p90
2026-07-16 22:00:00+00:00,157.17,176.16,199.37
2026-07-16 23:00:00+00:00,144.25,159.88,180.38
2026-07-17 00:00:00+00:00,137.29,152.56,173.05
2026-07-17 01:00:00+00:00,133.90,148.21,166.48
2026-07-17 02:00:00+00:00,135.83,149.56,169.03
2026-07-17 03:00:00+00:00,136.67,151.90,170.78
2026-07-17 04:00:00+00:00,138.95,161.36,198.80
2026-07-17 05:00:00+00:00,128.95,154.14,190.25
2026-07-17 06:00:00+00:00,111.95,127.27,150.98
2026-07-17 07:00:00+00:00,90.56,106.27,123.55
2026-07-17 08:00:00+00:00,62.32,85.43,104.59
2026-07-17 09:00:00+00:00,43.95,74.69,95.75
2026-07-17 10:00:00+00:00,28.81,63.80,86.08
2026-07-17 11:00:00+00:00,27.95,63.07,85.42
2026-07-17 12:00:00+00:00,47.12,75.82,96.72
2026-07-17 13:00:00+00:00,65.89,88.60,107.73
2026-07-17 14:00:00+00:00,79.73,99.69,118.10
2026-07-17 15:00:00+00:00,97.98,116.22,138.22
2026-07-17 16:00:00+00:00,124.93,148.56,187.40
2026-07-17 17:00:00+00:00,151.48,190.78,275.43
2026-07-17 18:00:00+00:00,166.30,207.07,284.11
2026-07-17 19:00:00+00:00,159.84,189.81,239.25
2026-07-17 20:00:00+00:00,145.13,167.05,196.22
