time_utc,p10,p50,p90
2026-09-20 22:00:00+00:00,32.14,103.84,165.70
2026-09-20 23:00:00+00:00,30.61,96.53,154.43
2026-09-21 00:00:00+00:00,29.31,97.06,153.95
2026-09-21 01:00:00+00:00,29.17,95.76,153.20
2026-09-21 02:00:00+00:00,30.83,98.55,155.58
2026-09-21 03:00:00+00:00,46.61,115.02,158.71
2026-09-21 04:00:00+00:00,89.31,132.17,178.36
2026-09-21 05:00:00+00:00,106.21,146.56,183.90
2026-09-21 06:00:00+00:00,99.39,136.39,166.86
2026-09-21 07:00:00+00:00,63.11,123.40,150.98
2026-09-21 08:00:00+00:00,44.63,93.66,145.82
2026-09-21 09:00:00+00:00,41.28,87.20,126.09
2026-09-21 10:00:00+00:00,36.99,80.06,125.17
2026-09-21 11:00:00+00:00,33.81,78.27,123.52
2026-09-21 12:00:00+00:00,56.06,102.60,130.15
2026-09-21 13:00:00+00:00,73.55,118.00,139.11
2026-09-21 14:00:00+00:00,105.31,141.07,172.42
2026-09-21 15:00:00+00:00,125.76,160.22,207.40
2026-09-21 16:00:00+00:00,129.19,164.78,211.68
2026-09-21 17:00:00+00:00,124.20,169.93,213.58
2026-09-21 18:00:00+00:00,121.54,155.80,210.77
2026-09-21 19:00:00+00:00,101.15,139.03,181.38
2026-09-21 20:00:00+00:00,83.17,117.73,169.70
2026-09-21 21:00:00+00:00,58.44,107.53,158.51
