time_utc,p10,p50,p90
2026-07-16 22:00:00+00:00,15643.8,16233.0,16804.4
2026-07-16 23:00:00+00:00,15016.7,15606.0,16177.3
2026-07-17 00:00:00+00:00,14704.9,15294.1,15865.5
2026-07-17 01:00:00+00:00,14694.1,15283.4,15854.7
2026-07-17 02:00:00+00:00,14726.9,15316.1,15887.5
2026-07-17 03:00:00+00:00,15222.4,15811.6,16383.0
2026-07-17 04:00:00+00:00,17243.5,17832.7,18404.1
2026-07-17 05:00:00+00:00,18818.9,19408.2,19979.5
2026-07-17 06:00:00+00:00,19575.0,20164.3,20735.6
2026-07-17 07:00:00+00:00,19830.2,20419.5,20990.8
2026-07-17 08:00:00+00:00,19844.9,20434.2,21005.5
2026-07-17 09:00:00+00:00,20150.9,20740.2,21311.5
2026-07-17 10:00:00+00:00,20472.4,21061.6,21633.0
2026-07-17 11:00:00+00:00,20373.8,20963.1,21534.4
2026-07-17 12:00:00+00:00,20184.3,20773.5,21344.9
2026-07-17 13:00:00+00:00,20179.5,20768.7,21340.1
2026-07-17 14:00:00+00:00,20290.0,20879.2,21450.6
2026-07-17 15:00:00+00:00,20122.3,20711.6,21283.0
2026-07-17 16:00:00+00:00,19943.9,20533.1,21104.5
2026-07-17 17:00:00+00:00,20120.1,20709.4,21280.7
2026-07-17 18:00:00+00:00,19870.0,20459.3,21030.6
2026-07-17 19:00:00+00:00,19088.9,19678.2,20249.5
2026-07-17 20:00:00+00:00,17854.4,18443.7,19015.0
2026-07-17 21:00:00+00:00,16496.0,17085.3,17656.7
