time_utc,p10,p50,p90
2026-09-24 22:00:00+00:00,131.49,146.57,163.81
2026-09-24 23:00:00+00:00,126.18,141.45,157.45
2026-09-25 00:00:00+00:00,121.58,138.04,155.31
2026-09-25 01:00:00+00:00,120.65,137.27,154.01
2026-09-25 02:00:00+00:00,121.44,138.26,155.56
2026-09-25 03:00:00+00:00,125.69,142.63,160.88
2026-09-25 04:00:00+00:00,149.99,176.65,209.58
2026-09-25 05:00:00+00:00,159.78,195.92,257.17
2026-09-25 06:00:00+00:00,157.90,197.19,259.47
2026-09-25 07:00:00+00:00,128.81,156.27,203.74
2026-09-25 08:00:00+00:00,113.49,137.97,174.54
2026-09-25 09:00:00+00:00,104.82,126.16,152.34
2026-09-25 10:00:00+00:00,98.93,119.64,143.04
2026-09-25 11:00:00+00:00,101.69,122.32,147.86
2026-09-25 12:00:00+00:00,99.40,119.67,146.56
2026-09-25 13:00:00+00:00,104.94,127.63,160.25
2026-09-25 14:00:00+00:00,122.89,152.95,200.33
2026-09-25 15:00:00+00:00,173.19,224.22,299.09
2026-09-25 16:00:00+00:00,176.26,225.54,305.80
2026-09-25 17:00:00+00:00,197.16,249.76,355.66
2026-09-25 18:00:00+00:00,168.79,209.56,282.21
2026-09-25 19:00:00+00:00,152.41,181.81,223.73
2026-09-25 20:00:00+00:00,143.91,166.18,194.69
2026-09-25 21:00:00+00:00,134.48,155.51,181.30
