time_utc,p10,p50,p90
2026-07-24 22:00:00+00:00,130.06,153.92,163.98
2026-07-24 23:00:00+00:00,122.39,147.84,159.75
2026-07-25 00:00:00+00:00,121.92,144.14,158.29
2026-07-25 01:00:00+00:00,119.99,141.54,157.85
2026-07-25 02:00:00+00:00,119.95,141.80,157.62
2026-07-25 03:00:00+00:00,122.15,145.59,155.68
2026-07-25 04:00:00+00:00,116.48,143.66,157.46
2026-07-25 05:00:00+00:00,114.14,128.63,155.14
2026-07-25 06:00:00+00:00,72.70,125.09,149.26
2026-07-25 07:00:00+00:00,39.22,89.87,117.72
2026-07-25 08:00:00+00:00,11.73,54.46,90.28
2026-07-25 09:00:00+00:00,3.92,33.84,68.57
2026-07-25 10:00:00+00:00,-0.81,17.90,57.33
2026-07-25 11:00:00+00:00,-2.81,15.26,53.29
2026-07-25 12:00:00+00:00,-13.27,17.71,49.78
2026-07-25 13:00:00+00:00,-11.14,19.68,60.26
2026-07-25 14:00:00+00:00,12.93,38.40,87.11
2026-07-25 15:00:00+00:00,43.73,103.51,126.19
2026-07-25 16:00:00+00:00,117.17,141.27,154.96
2026-07-25 17:00:00+00:00,138.93,161.27,171.33
2026-07-25 18:00:00+00:00,149.69,185.50,223.52
2026-07-25 19:00:00+00:00,153.02,183.66,208.29
2026-07-25 20:00:00+00:00,143.97,173.50,194.18
2026-07-25 21:00:00+00:00,136.91,162.38,172.44
