time_utc,p10,p50,p90
2026-07-31 22:00:00+00:00,124.98,160.18,170.24
2026-07-31 23:00:00+00:00,125.08,158.08,168.14
2026-08-01 00:00:00+00:00,118.16,156.30,166.36
2026-08-01 01:00:00+00:00,118.15,151.29,161.90
2026-08-01 02:00:00+00:00,117.25,150.12,162.01
2026-08-01 03:00:00+00:00,115.64,139.00,159.30
2026-08-01 04:00:00+00:00,115.98,132.49,150.43
2026-08-01 05:00:00+00:00,98.23,119.07,144.63
2026-08-01 06:00:00+00:00,48.10,88.18,114.20
2026-08-01 07:00:00+00:00,4.77,51.50,87.02
2026-08-01 08:00:00+00:00,-4.12,41.97,77.75
2026-08-01 09:00:00+00:00,-7.56,20.84,74.42
2026-08-01 10:00:00+00:00,-8.34,21.17,74.47
2026-08-01 11:00:00+00:00,-16.37,15.31,75.94
2026-08-01 12:00:00+00:00,-6.31,21.30,72.55
2026-08-01 13:00:00+00:00,-3.32,46.66,80.24
2026-08-01 14:00:00+00:00,16.24,83.04,111.16
2026-08-01 15:00:00+00:00,91.73,127.03,152.30
2026-08-01 16:00:00+00:00,141.09,161.21,175.79
2026-08-01 17:00:00+00:00,157.92,239.59,302.93
2026-08-01 18:00:00+00:00,160.67,240.57,306.60
2026-08-01 19:00:00+00:00,156.64,191.60,206.16
2026-08-01 20:00:00+00:00,139.52,162.95,173.01
2026-08-01 21:00:00+00:00,119.23,150.25,163.40
