time_utc,p10,p50,p90
2026-08-27 22:00:00+00:00,109.58,121.91,134.72
2026-08-27 23:00:00+00:00,107.53,119.39,132.01
2026-08-28 00:00:00+00:00,100.32,113.83,127.06
2026-08-28 01:00:00+00:00,100.32,113.90,126.87
2026-08-28 02:00:00+00:00,99.51,113.15,126.31
2026-08-28 03:00:00+00:00,103.68,118.03,132.18
2026-08-28 04:00:00+00:00,118.70,136.67,159.25
2026-08-28 05:00:00+00:00,118.11,138.17,166.94
2026-08-28 06:00:00+00:00,89.69,111.06,134.41
2026-08-28 07:00:00+00:00,58.56,87.51,112.80
2026-08-28 08:00:00+00:00,-6.65,47.87,85.86
2026-08-28 09:00:00+00:00,-65.88,13.87,63.14
2026-08-28 10:00:00+00:00,-80.85,0.07,56.25
2026-08-28 11:00:00+00:00,-147.30,-40.52,29.59
2026-08-28 12:00:00+00:00,-82.85,-6.74,49.67
2026-08-28 13:00:00+00:00,-33.11,30.46,73.99
2026-08-28 14:00:00+00:00,40.78,78.76,104.36
2026-08-28 15:00:00+00:00,91.73,114.10,135.61
2026-08-28 16:00:00+00:00,129.81,157.47,199.77
2026-08-28 17:00:00+00:00,143.87,176.95,233.27
2026-08-28 18:00:00+00:00,144.14,176.41,228.05
2026-08-28 19:00:00+00:00,142.72,168.73,205.74
2026-08-28 20:00:00+00:00,127.02,145.31,167.39
2026-08-28 21:00:00+00:00,117.84,134.18,153.72
