time_utc,p10,p50,p90
2026-08-03 22:00:00+00:00,129.06,148.13,184.05
2026-08-03 23:00:00+00:00,120.73,130.79,169.38
2026-08-04 00:00:00+00:00,112.67,125.03,156.04
2026-08-04 01:00:00+00:00,113.06,124.18,154.29
2026-08-04 02:00:00+00:00,114.60,125.54,157.23
2026-08-04 03:00:00+00:00,121.62,134.36,164.53
2026-08-04 04:00:00+00:00,137.37,159.51,183.02
2026-08-04 05:00:00+00:00,134.83,167.47,180.58
2026-08-04 06:00:00+00:00,107.89,124.58,146.70
2026-08-04 07:00:00+00:00,78.60,119.63,137.47
2026-08-04 08:00:00+00:00,58.54,97.93,109.37
2026-08-04 09:00:00+00:00,32.04,77.83,97.36
2026-08-04 10:00:00+00:00,22.58,68.16,99.31
2026-08-04 11:00:00+00:00,30.44,68.44,98.91
2026-08-04 12:00:00+00:00,41.72,79.09,101.01
2026-08-04 13:00:00+00:00,67.67,93.63,109.08
2026-08-04 14:00:00+00:00,88.95,115.34,134.04
2026-08-04 15:00:00+00:00,119.22,135.69,163.10
2026-08-04 16:00:00+00:00,164.04,223.54,297.05
2026-08-04 17:00:00+00:00,175.64,283.50,439.50
2026-08-04 18:00:00+00:00,162.04,265.29,400.33
2026-08-04 19:00:00+00:00,155.63,216.39,290.32
2026-08-04 20:00:00+00:00,137.29,179.41,219.90
2026-08-04 21:00:00+00:00,125.76,154.66,185.26
