time_utc,p10,p50,p90
2026-08-27 22:00:00+00:00,14512.4,15099.9,15679.0
2026-08-27 23:00:00+00:00,13924.7,14512.2,15091.3
2026-08-28 00:00:00+00:00,13650.7,14238.2,14817.3
2026-08-28 01:00:00+00:00,13692.2,14279.7,14858.8
2026-08-28 02:00:00+00:00,13983.3,14570.8,15149.9
2026-08-28 03:00:00+00:00,14642.6,15230.1,15809.2
2026-08-28 04:00:00+00:00,16648.0,17235.5,17814.6
2026-08-28 05:00:00+00:00,18128.7,18716.2,19295.3
2026-08-28 06:00:00+00:00,18738.6,19326.1,19905.3
2026-08-28 07:00:00+00:00,18590.7,19178.2,19757.3
2026-08-28 08:00:00+00:00,18247.1,18834.6,19413.7
2026-08-28 09:00:00+00:00,18526.4,19113.9,19693.1
2026-08-28 10:00:00+00:00,18889.2,19476.8,20055.9
2026-08-28 11:00:00+00:00,18831.0,19418.5,19997.6
2026-08-28 12:00:00+00:00,18821.3,19408.8,19987.9
2026-08-28 13:00:00+00:00,19232.0,19819.5,20398.6
2026-08-28 14:00:00+00:00,19572.5,20160.1,20739.2
2026-08-28 15:00:00+00:00,19877.1,20464.6,21043.7
2026-08-28 16:00:00+00:00,19937.6,20525.2,21104.3
2026-08-28 17:00:00+00:00,20079.0,20666.5,21245.6
2026-08-28 18:00:00+00:00,20053.7,20641.3,21220.4
2026-08-28 19:00:00+00:00,18433.7,19021.2,19600.3
2026-08-28 20:00:00+00:00,16811.3,17398.8,17977.9
2026-08-28 21:00:00+00:00,15536.6,16124.1,16703.2
