time_utc,p10,p50,p90
2026-08-18 22:00:00+00:00,14462.9,15053.7,15632.3
2026-08-18 23:00:00+00:00,13898.5,14489.3,15067.9
2026-08-19 00:00:00+00:00,13596.8,14187.6,14766.3
2026-08-19 01:00:00+00:00,13669.9,14260.7,14839.3
2026-08-19 02:00:00+00:00,13916.5,14507.3,15085.9
2026-08-19 03:00:00+00:00,14653.4,15244.3,15822.9
2026-08-19 04:00:00+00:00,16740.4,17331.2,17909.8
2026-08-19 05:00:00+00:00,18109.4,18700.3,19278.9
2026-08-19 06:00:00+00:00,18519.8,19110.6,19689.2
2026-08-19 07:00:00+00:00,18450.4,19041.2,19619.9
2026-08-19 08:00:00+00:00,18438.8,19029.6,19608.3
2026-08-19 09:00:00+00:00,18484.3,19075.2,19653.8
2026-08-19 10:00:00+00:00,18623.7,19214.6,19793.2
2026-08-19 11:00:00+00:00,18561.0,19151.8,19730.4
2026-08-19 12:00:00+00:00,18584.2,19175.0,19753.7
2026-08-19 13:00:00+00:00,18754.3,19345.1,19923.8
2026-08-19 14:00:00+00:00,18926.8,19517.6,20096.2
2026-08-19 15:00:00+00:00,19284.0,19874.8,20453.4
2026-08-19 16:00:00+00:00,19561.5,20152.3,20730.9
2026-08-19 17:00:00+00:00,19569.6,20160.4,20739.1
2026-08-19 18:00:00+00:00,19530.1,20120.9,20699.5
2026-08-19 19:00:00+00:00,18352.6,18943.4,19522.0
2026-08-19 20:00:00+00:00,16889.9,17480.7,18059.3
2026-08-19 21:00:00+00:00,15584.6,16175.4,16754.0
