time_utc,p10,p50,p90
2026-07-24 22:00:00+00:00,14856.7,16058.6,16248.8
2026-07-24 23:00:00+00:00,14049.8,15240.1,15314.5
2026-07-25 00:00:00+00:00,13758.2,14827.0,14835.7
2026-07-25 01:00:00+00:00,13612.8,14674.9,14635.2
2026-07-25 02:00:00+00:00,13331.8,14282.6,14248.5
2026-07-25 03:00:00+00:00,13319.5,14177.0,14260.4
2026-07-25 04:00:00+00:00,14088.0,14999.8,15369.8
2026-07-25 05:00:00+00:00,14755.8,15986.7,16517.6
2026-07-25 06:00:00+00:00,15636.4,16546.7,17138.0
2026-07-25 07:00:00+00:00,16113.5,17071.7,17546.1
2026-07-25 08:00:00+00:00,16880.8,17391.7,17732.6
2026-07-25 09:00:00+00:00,17127.8,17287.7,18121.6
2026-07-25 10:00:00+00:00,17053.2,17739.9,18277.6
2026-07-25 11:00:00+00:00,17142.9,18211.4,18442.4
2026-07-25 12:00:00+00:00,16536.2,17524.2,18005.8
2026-07-25 13:00:00+00:00,16321.3,16865.0,17633.4
2026-07-25 14:00:00+00:00,16539.5,16809.5,18142.1
2026-07-25 15:00:00+00:00,16289.4,16552.8,18587.2
2026-07-25 16:00:00+00:00,16665.3,17112.8,19019.6
2026-07-25 17:00:00+00:00,16686.7,17178.6,18925.2
2026-07-25 18:00:00+00:00,16535.3,17012.8,18442.5
2026-07-25 19:00:00+00:00,16191.3,16776.0,17976.6
2026-07-25 20:00:00+00:00,15335.9,16011.5,17331.9
2026-07-25 21:00:00+00:00,14146.4,14951.2,16174.9
