time_utc,p10,p50,p90
2026-07-23 22:00:00+00:00,138.04,154.46,174.73
2026-07-23 23:00:00+00:00,128.03,144.03,162.98
2026-07-24 00:00:00+00:00,120.04,134.24,151.22
2026-07-24 01:00:00+00:00,118.24,132.28,148.82
2026-07-24 02:00:00+00:00,119.29,133.21,149.91
2026-07-24 03:00:00+00:00,120.17,136.04,153.51
2026-07-24 04:00:00+00:00,119.02,138.69,166.03
2026-07-24 05:00:00+00:00,119.76,141.39,171.24
2026-07-24 06:00:00+00:00,108.45,129.83,158.51
2026-07-24 07:00:00+00:00,91.04,110.20,133.06
2026-07-24 08:00:00+00:00,70.24,93.44,114.95
2026-07-24 09:00:00+00:00,58.34,86.82,108.52
2026-07-24 10:00:00+00:00,55.35,82.31,103.10
2026-07-24 11:00:00+00:00,48.33,78.47,100.53
2026-07-24 12:00:00+00:00,38.89,72.68,98.63
2026-07-24 13:00:00+00:00,45.55,77.03,102.30
2026-07-24 14:00:00+00:00,66.59,92.73,113.82
2026-07-24 15:00:00+00:00,77.20,101.82,123.74
2026-07-24 16:00:00+00:00,109.82,130.47,157.00
2026-07-24 17:00:00+00:00,119.32,141.78,177.49
2026-07-24 18:00:00+00:00,121.04,143.89,179.48
2026-07-24 19:00:00+00:00,125.19,145.74,174.44
2026-07-24 20:00:00+00:00,133.94,155.51,182.34
2026-07-24 21:00:00+00:00,139.57,161.29,188.64
