time_utc,p10,p50,p90
2026-09-20 22:00:00+00:00,73.86,87.95,101.11
2026-09-20 23:00:00+00:00,71.93,88.27,101.76
2026-09-21 00:00:00+00:00,62.33,82.69,98.10
2026-09-21 01:00:00+00:00,66.96,86.17,101.36
2026-09-21 02:00:00+00:00,68.32,87.54,102.30
2026-09-21 03:00:00+00:00,81.45,98.56,112.40
2026-09-21 04:00:00+00:00,116.69,133.45,153.05
2026-09-21 05:00:00+00:00,130.36,154.22,190.20
2026-09-21 06:00:00+00:00,110.78,131.83,159.87
2026-09-21 07:00:00+00:00,81.29,104.73,129.91
2026-09-21 08:00:00+00:00,70.18,97.56,122.86
2026-09-21 09:00:00+00:00,59.99,88.85,112.11
2026-09-21 10:00:00+00:00,55.92,85.96,109.58
2026-09-21 11:00:00+00:00,57.59,87.64,111.55
2026-09-21 12:00:00+00:00,73.40,97.23,121.61
2026-09-21 13:00:00+00:00,84.35,107.92,133.76
2026-09-21 14:00:00+00:00,96.92,122.18,152.75
2026-09-21 15:00:00+00:00,142.77,177.06,222.12
2026-09-21 16:00:00+00:00,161.80,203.33,271.33
2026-09-21 17:00:00+00:00,168.31,205.55,280.18
2026-09-21 18:00:00+00:00,148.92,179.86,232.49
2026-09-21 19:00:00+00:00,126.14,147.03,174.30
2026-09-21 20:00:00+00:00,115.23,131.30,149.33
2026-09-21 21:00:00+00:00,99.82,116.37,132.86
