time_utc,p10,p50,p90
2026-07-26 22:00:00+00:00,122.33,144.41,164.89
2026-07-26 23:00:00+00:00,117.34,140.00,155.36
2026-07-27 00:00:00+00:00,116.00,131.37,162.52
2026-07-27 01:00:00+00:00,116.35,137.50,192.57
2026-07-27 02:00:00+00:00,115.71,140.02,163.39
2026-07-27 03:00:00+00:00,112.22,133.93,155.83
2026-07-27 04:00:00+00:00,125.68,147.05,157.11
2026-07-27 05:00:00+00:00,116.09,142.82,165.51
2026-07-27 06:00:00+00:00,72.03,128.42,152.05
2026-07-27 07:00:00+00:00,38.81,73.41,109.07
2026-07-27 08:00:00+00:00,29.47,53.96,80.63
2026-07-27 09:00:00+00:00,23.66,51.85,76.50
2026-07-27 10:00:00+00:00,17.57,45.13,75.48
2026-07-27 11:00:00+00:00,25.11,52.17,75.94
2026-07-27 12:00:00+00:00,28.23,57.25,79.70
2026-07-27 13:00:00+00:00,50.61,81.12,99.26
2026-07-27 14:00:00+00:00,69.80,99.28,115.45
2026-07-27 15:00:00+00:00,107.79,136.68,152.53
2026-07-27 16:00:00+00:00,135.78,167.66,191.52
2026-07-27 17:00:00+00:00,152.28,201.57,280.59
2026-07-27 18:00:00+00:00,154.33,213.28,277.00
2026-07-27 19:00:00+00:00,149.43,188.76,219.40
2026-07-27 20:00:00+00:00,141.97,177.02,206.32
2026-07-27 21:00:00+00:00,127.30,155.71,169.06
