time_utc,p10,p50,p90
2026-08-28 22:00:00+00:00,102.07,128.98,151.46
2026-08-28 23:00:00+00:00,105.16,124.26,147.24
2026-08-29 00:00:00+00:00,112.32,122.38,150.37
2026-08-29 01:00:00+00:00,118.25,128.31,153.65
2026-08-29 02:00:00+00:00,120.54,134.16,155.24
2026-08-29 03:00:00+00:00,119.28,134.60,154.98
2026-08-29 04:00:00+00:00,137.39,148.29,168.21
2026-08-29 05:00:00+00:00,135.17,150.45,165.18
2026-08-29 06:00:00+00:00,114.69,124.75,148.78
2026-08-29 07:00:00+00:00,95.24,107.93,129.36
2026-08-29 08:00:00+00:00,38.01,87.89,106.89
2026-08-29 09:00:00+00:00,12.72,61.99,83.18
2026-08-29 10:00:00+00:00,3.33,48.81,75.02
2026-08-29 11:00:00+00:00,3.30,24.33,71.01
2026-08-29 12:00:00+00:00,-0.69,9.38,70.95
2026-08-29 13:00:00+00:00,14.09,28.01,86.01
2026-08-29 14:00:00+00:00,31.52,74.59,109.91
2026-08-29 15:00:00+00:00,105.96,126.73,146.83
2026-08-29 16:00:00+00:00,137.40,148.26,167.88
2026-08-29 17:00:00+00:00,149.65,165.98,178.30
2026-08-29 18:00:00+00:00,148.68,166.16,178.99
2026-08-29 19:00:00+00:00,139.65,162.28,178.54
2026-08-29 20:00:00+00:00,137.63,162.12,173.38
2026-08-29 21:00:00+00:00,122.16,145.92,155.98
