time_utc,p10,p50,p90
2026-09-07 22:00:00+00:00,135.38,150.32,175.80
2026-09-07 23:00:00+00:00,133.43,147.96,164.61
2026-09-08 00:00:00+00:00,130.67,143.62,163.45
2026-09-08 01:00:00+00:00,130.74,140.80,163.26
2026-09-08 02:00:00+00:00,134.37,144.44,166.55
2026-09-08 03:00:00+00:00,145.17,159.64,186.17
2026-09-08 04:00:00+00:00,163.18,193.31,216.21
2026-09-08 05:00:00+00:00,164.67,200.87,236.07
2026-09-08 06:00:00+00:00,131.04,155.04,208.13
2026-09-08 07:00:00+00:00,96.13,106.47,144.44
2026-09-08 08:00:00+00:00,63.36,95.43,123.28
2026-09-08 09:00:00+00:00,42.01,73.47,103.24
2026-09-08 10:00:00+00:00,34.88,44.94,88.69
2026-09-08 11:00:00+00:00,43.93,53.99,91.96
2026-09-08 12:00:00+00:00,68.30,78.36,102.62
2026-09-08 13:00:00+00:00,94.12,107.41,125.14
2026-09-08 14:00:00+00:00,111.10,133.33,146.52
2026-09-08 15:00:00+00:00,149.50,190.22,244.68
2026-09-08 16:00:00+00:00,169.38,204.52,236.44
2026-09-08 17:00:00+00:00,178.20,245.79,294.59
2026-09-08 18:00:00+00:00,168.95,218.19,266.89
2026-09-08 19:00:00+00:00,157.57,185.05,195.11
2026-09-08 20:00:00+00:00,140.91,164.16,184.69
2026-09-08 21:00:00+00:00,130.50,148.97,173.35
