time_utc,p10,p50,p90
2026-09-25 22:00:00+00:00,138.86,155.05,174.03
2026-09-25 23:00:00+00:00,133.59,150.38,168.34
2026-09-26 00:00:00+00:00,126.11,143.53,162.14
2026-09-26 01:00:00+00:00,125.17,142.36,160.18
2026-09-26 02:00:00+00:00,125.01,142.43,160.65
2026-09-26 03:00:00+00:00,125.42,142.18,160.23
2026-09-26 04:00:00+00:00,125.00,143.68,164.66
2026-09-26 05:00:00+00:00,129.30,152.40,187.63
2026-09-26 06:00:00+00:00,125.80,150.47,185.08
2026-09-26 07:00:00+00:00,105.76,127.46,157.23
2026-09-26 08:00:00+00:00,96.73,119.57,147.16
2026-09-26 09:00:00+00:00,87.23,109.93,132.61
2026-09-26 10:00:00+00:00,80.19,103.29,125.28
2026-09-26 11:00:00+00:00,80.80,104.13,126.72
2026-09-26 12:00:00+00:00,80.60,103.61,127.61
2026-09-26 13:00:00+00:00,85.90,109.49,136.65
2026-09-26 14:00:00+00:00,103.86,128.81,160.77
2026-09-26 15:00:00+00:00,141.09,173.86,218.72
2026-09-26 16:00:00+00:00,146.83,180.62,232.25
2026-09-26 17:00:00+00:00,162.39,198.06,266.48
2026-09-26 18:00:00+00:00,163.47,201.41,268.68
2026-09-26 19:00:00+00:00,144.58,171.16,208.60
2026-09-26 20:00:00+00:00,135.52,155.43,180.15
2026-09-26 21:00:00+00:00,127.77,146.93,169.65
