time_utc,p10,p50,p90
2026-07-27 22:00:00+00:00,113.02,130.49,152.08
2026-07-27 23:00:00+00:00,111.08,126.74,145.96
2026-07-28 00:00:00+00:00,108.07,124.54,145.89
2026-07-28 01:00:00+00:00,107.98,122.23,144.27
2026-07-28 02:00:00+00:00,108.62,122.33,144.33
2026-07-28 03:00:00+00:00,110.99,125.40,144.71
2026-07-28 04:00:00+00:00,113.33,134.26,153.78
2026-07-28 05:00:00+00:00,119.62,138.53,149.05
2026-07-28 06:00:00+00:00,108.57,130.38,147.90
2026-07-28 07:00:00+00:00,63.26,81.73,114.75
2026-07-28 08:00:00+00:00,28.95,47.04,84.71
2026-07-28 09:00:00+00:00,28.87,42.80,77.22
2026-07-28 10:00:00+00:00,7.27,31.99,72.38
2026-07-28 11:00:00+00:00,4.48,23.95,69.96
2026-07-28 12:00:00+00:00,3.44,15.16,64.40
2026-07-28 13:00:00+00:00,-4.11,5.95,64.17
2026-07-28 14:00:00+00:00,5.50,15.56,78.59
2026-07-28 15:00:00+00:00,44.07,64.90,111.75
2026-07-28 16:00:00+00:00,94.05,114.36,136.83
2026-07-28 17:00:00+00:00,120.77,143.72,166.04
2026-07-28 18:00:00+00:00,132.95,157.30,216.94
2026-07-28 19:00:00+00:00,132.08,159.34,205.82
2026-07-28 20:00:00+00:00,121.38,149.90,182.54
2026-07-28 21:00:00+00:00,114.68,142.26,172.43
