time_utc,p10,p50,p90
2026-08-16 22:00:00+00:00,12869.6,13462.0,14047.4
2026-08-16 23:00:00+00:00,12346.0,12938.4,13523.7
2026-08-17 00:00:00+00:00,12065.4,12657.8,13243.1
2026-08-17 01:00:00+00:00,11929.9,12522.3,13107.6
2026-08-17 02:00:00+00:00,11941.1,12533.5,13118.9
2026-08-17 03:00:00+00:00,11881.2,12473.6,13059.0
2026-08-17 04:00:00+00:00,12287.6,12880.1,13465.4
2026-08-17 05:00:00+00:00,13046.5,13638.9,14224.2
2026-08-17 06:00:00+00:00,13642.3,14234.7,14820.1
2026-08-17 07:00:00+00:00,14289.2,14881.6,15466.9
2026-08-17 08:00:00+00:00,14797.4,15389.9,15975.2
2026-08-17 09:00:00+00:00,15008.2,15600.6,16186.0
2026-08-17 10:00:00+00:00,15302.3,15894.7,16480.1
2026-08-17 11:00:00+00:00,15452.5,16044.9,16630.2
2026-08-17 12:00:00+00:00,15426.2,16018.6,16603.9
2026-08-17 13:00:00+00:00,15458.4,16050.8,16636.1
2026-08-17 14:00:00+00:00,15691.5,16283.9,16869.3
2026-08-17 15:00:00+00:00,16011.8,16604.3,17189.6
2026-08-17 16:00:00+00:00,16518.6,17111.0,17696.4
2026-08-17 17:00:00+00:00,16520.4,17112.8,17698.2
2026-08-17 18:00:00+00:00,16396.0,16988.4,17573.7
2026-08-17 19:00:00+00:00,15946.0,16538.4,17123.8
2026-08-17 20:00:00+00:00,14953.4,15545.9,16131.2
2026-08-17 21:00:00+00:00,13789.7,14382.1,14967.4
