time_utc,p10,p50,p90
2026-09-15 22:00:00+00:00,173.19,199.60,232.26
2026-09-15 23:00:00+00:00,158.51,180.20,205.17
2026-09-16 00:00:00+00:00,155.03,176.25,196.31
2026-09-16 01:00:00+00:00,153.14,173.15,196.67
2026-09-16 02:00:00+00:00,154.72,176.06,197.19
2026-09-16 03:00:00+00:00,163.32,191.59,208.37
2026-09-16 04:00:00+00:00,184.77,237.49,267.93
2026-09-16 05:00:00+00:00,187.94,251.75,310.63
2026-09-16 06:00:00+00:00,156.46,205.21,251.51
2026-09-16 07:00:00+00:00,123.56,142.26,191.65
2026-09-16 08:00:00+00:00,98.45,128.78,175.84
2026-09-16 09:00:00+00:00,60.91,100.82,161.71
2026-09-16 10:00:00+00:00,39.67,91.50,151.98
2026-09-16 11:00:00+00:00,36.53,87.59,152.64
2026-09-16 12:00:00+00:00,45.82,90.02,155.34
2026-09-16 13:00:00+00:00,82.44,126.05,186.22
2026-09-16 14:00:00+00:00,135.05,170.14,267.77
2026-09-16 15:00:00+00:00,195.12,250.12,335.91
2026-09-16 16:00:00+00:00,209.08,327.18,388.91
2026-09-16 17:00:00+00:00,212.77,344.76,404.12
2026-09-16 18:00:00+00:00,209.66,308.20,353.26
2026-09-16 19:00:00+00:00,193.06,229.01,271.01
2026-09-16 20:00:00+00:00,170.63,193.84,215.60
2026-09-16 21:00:00+00:00,148.20,160.59,187.43
