time_utc,p10,p50,p90
2026-08-16 22:00:00+00:00,134.00,168.61,187.77
2026-08-16 23:00:00+00:00,129.12,159.48,183.99
2026-08-17 00:00:00+00:00,129.37,153.00,180.77
2026-08-17 01:00:00+00:00,125.90,147.15,178.68
2026-08-17 02:00:00+00:00,127.37,151.28,178.52
2026-08-17 03:00:00+00:00,132.14,155.51,185.28
2026-08-17 04:00:00+00:00,140.63,172.36,209.74
2026-08-17 05:00:00+00:00,125.95,169.41,202.73
2026-08-17 06:00:00+00:00,67.56,140.71,186.78
2026-08-17 07:00:00+00:00,57.40,101.12,150.44
2026-08-17 08:00:00+00:00,33.18,66.22,109.96
2026-08-17 09:00:00+00:00,25.29,57.22,94.06
2026-08-17 10:00:00+00:00,19.03,52.71,86.73
2026-08-17 11:00:00+00:00,18.13,48.44,86.98
2026-08-17 12:00:00+00:00,29.85,60.67,96.36
2026-08-17 13:00:00+00:00,33.47,63.61,104.57
2026-08-17 14:00:00+00:00,57.80,121.76,146.55
2026-08-17 15:00:00+00:00,121.39,162.19,183.67
2026-08-17 16:00:00+00:00,152.49,207.20,232.34
2026-08-17 17:00:00+00:00,161.80,234.49,271.26
2026-08-17 18:00:00+00:00,172.41,241.41,267.69
2026-08-17 19:00:00+00:00,170.86,229.52,260.70
2026-08-17 20:00:00+00:00,161.74,199.97,245.99
2026-08-17 21:00:00+00:00,144.44,183.00,225.84
