time_utc,p10,p50,p90
2026-09-05 22:00:00+00:00,86.92,100.54,112.74
2026-09-05 23:00:00+00:00,82.36,96.87,109.40
2026-09-06 00:00:00+00:00,73.60,90.88,105.40
2026-09-06 01:00:00+00:00,71.95,89.99,104.42
2026-09-06 02:00:00+00:00,76.26,93.04,107.14
2026-09-06 03:00:00+00:00,80.11,96.47,110.98
2026-09-06 04:00:00+00:00,76.83,96.42,113.73
2026-09-06 05:00:00+00:00,55.68,83.00,105.25
2026-09-06 06:00:00+00:00,-4.32,49.42,85.19
2026-09-06 07:00:00+00:00,-34.21,30.71,75.51
2026-09-06 08:00:00+00:00,-85.97,0.63,57.68
2026-09-06 09:00:00+00:00,-159.64,-45.49,24.97
2026-09-06 10:00:00+00:00,-187.83,-67.81,8.47
2026-09-06 11:00:00+00:00,-216.93,-83.30,3.55
2026-09-06 12:00:00+00:00,-169.00,-62.40,18.28
2026-09-06 13:00:00+00:00,-150.76,-38.23,34.06
2026-09-06 14:00:00+00:00,-44.73,29.76,73.92
2026-09-06 15:00:00+00:00,54.37,86.85,108.73
2026-09-06 16:00:00+00:00,95.05,115.30,137.61
2026-09-06 17:00:00+00:00,114.09,135.32,166.93
2026-09-06 18:00:00+00:00,122.17,144.52,178.27
2026-09-06 19:00:00+00:00,118.11,136.86,160.73
2026-09-06 20:00:00+00:00,114.01,129.82,147.20
2026-09-06 21:00:00+00:00,108.62,124.15,141.31
