time_utc,p10,p50,p90
2026-09-23 22:00:00+00:00,132.06,146.50,162.92
2026-09-23 23:00:00+00:00,127.61,142.77,158.94
2026-09-24 00:00:00+00:00,119.96,136.01,152.71
2026-09-24 01:00:00+00:00,119.63,135.73,152.15
2026-09-24 02:00:00+00:00,121.08,137.10,154.21
2026-09-24 03:00:00+00:00,125.46,142.63,161.12
2026-09-24 04:00:00+00:00,162.19,193.51,233.10
2026-09-24 05:00:00+00:00,192.19,244.70,335.16
2026-09-24 06:00:00+00:00,150.10,185.05,239.05
2026-09-24 07:00:00+00:00,106.17,127.82,158.62
2026-09-24 08:00:00+00:00,85.91,110.11,135.84
2026-09-24 09:00:00+00:00,67.57,94.36,117.09
2026-09-24 10:00:00+00:00,59.66,88.06,111.41
2026-09-24 11:00:00+00:00,57.29,86.90,111.15
2026-09-24 12:00:00+00:00,62.51,89.49,115.02
2026-09-24 13:00:00+00:00,82.68,106.89,133.21
2026-09-24 14:00:00+00:00,107.49,133.08,167.56
2026-09-24 15:00:00+00:00,167.51,215.37,283.67
2026-09-24 16:00:00+00:00,198.89,261.79,365.97
2026-09-24 17:00:00+00:00,259.81,343.60,513.34
2026-09-24 18:00:00+00:00,198.73,254.41,357.88
2026-09-24 19:00:00+00:00,161.57,195.12,244.08
2026-09-24 20:00:00+00:00,141.84,163.49,191.13
2026-09-24 21:00:00+00:00,135.38,156.78,182.91
