time_utc,p10,p50,p90
2026-08-23 22:00:00+00:00,105.01,144.44,200.08
2026-08-23 23:00:00+00:00,98.83,135.44,189.30
2026-08-24 00:00:00+00:00,95.59,126.41,183.28
2026-08-24 01:00:00+00:00,89.63,122.80,182.58
2026-08-24 02:00:00+00:00,98.34,127.89,182.81
2026-08-24 03:00:00+00:00,104.68,137.89,188.75
2026-08-24 04:00:00+00:00,111.48,149.48,201.66
2026-08-24 05:00:00+00:00,113.13,151.81,201.73
2026-08-24 06:00:00+00:00,44.59,98.46,162.38
2026-08-24 07:00:00+00:00,14.63,37.66,91.36
2026-08-24 08:00:00+00:00,-0.23,19.32,85.53
2026-08-24 09:00:00+00:00,-4.69,12.53,72.10
2026-08-24 10:00:00+00:00,-0.92,32.73,76.95
2026-08-24 11:00:00+00:00,3.96,36.93,83.97
2026-08-24 12:00:00+00:00,5.79,43.88,96.50
2026-08-24 13:00:00+00:00,21.48,59.81,123.22
2026-08-24 14:00:00+00:00,48.19,93.10,151.60
2026-08-24 15:00:00+00:00,90.21,136.31,186.55
2026-08-24 16:00:00+00:00,139.31,185.74,204.05
2026-08-24 17:00:00+00:00,153.65,225.86,268.21
2026-08-24 18:00:00+00:00,152.15,227.40,264.99
2026-08-24 19:00:00+00:00,151.57,207.55,242.73
2026-08-24 20:00:00+00:00,145.02,188.02,241.25
2026-08-24 21:00:00+00:00,129.25,163.38,202.99
