time_utc,p10,p50,p90
2026-08-12 22:00:00+00:00,146.62,165.25,188.35
2026-08-12 23:00:00+00:00,141.27,159.15,181.16
2026-08-13 00:00:00+00:00,134.02,151.22,172.93
2026-08-13 01:00:00+00:00,130.34,147.63,168.09
2026-08-13 02:00:00+00:00,130.68,147.74,168.88
2026-08-13 03:00:00+00:00,133.07,151.96,174.52
2026-08-13 04:00:00+00:00,139.63,165.99,202.88
2026-08-13 05:00:00+00:00,129.58,157.42,196.15
2026-08-13 06:00:00+00:00,105.43,127.62,156.30
2026-08-13 07:00:00+00:00,72.29,94.97,117.31
2026-08-13 08:00:00+00:00,36.37,73.29,100.25
2026-08-13 09:00:00+00:00,9.26,54.81,86.40
2026-08-13 10:00:00+00:00,-3.87,44.56,76.80
2026-08-13 11:00:00+00:00,-14.76,39.23,73.76
2026-08-13 12:00:00+00:00,17.81,56.51,87.01
2026-08-13 13:00:00+00:00,37.52,73.11,100.94
2026-08-13 14:00:00+00:00,68.73,95.16,117.29
2026-08-13 15:00:00+00:00,104.38,126.98,153.71
2026-08-13 16:00:00+00:00,149.29,190.27,252.36
2026-08-13 17:00:00+00:00,205.52,275.59,403.14
2026-08-13 18:00:00+00:00,182.64,237.92,332.08
2026-08-13 19:00:00+00:00,162.27,196.62,247.34
2026-08-13 20:00:00+00:00,152.11,179.55,214.43
2026-08-13 21:00:00+00:00,137.06,158.06,185.89
