time_utc,p10,p50,p90
2026-08-21 22:00:00+00:00,145.73,163.93,185.69
2026-08-21 23:00:00+00:00,139.44,156.69,177.16
2026-08-22 00:00:00+00:00,132.84,149.91,170.55
2026-08-22 01:00:00+00:00,131.95,149.40,169.58
2026-08-22 02:00:00+00:00,131.73,149.02,169.81
2026-08-22 03:00:00+00:00,132.10,150.69,171.90
2026-08-22 04:00:00+00:00,130.88,153.15,183.01
2026-08-22 05:00:00+00:00,128.30,152.59,189.01
2026-08-22 06:00:00+00:00,105.80,128.01,157.81
2026-08-22 07:00:00+00:00,93.36,113.32,138.40
2026-08-22 08:00:00+00:00,68.53,94.89,118.50
2026-08-22 09:00:00+00:00,50.49,83.60,108.32
2026-08-22 10:00:00+00:00,51.12,80.75,104.07
2026-08-22 11:00:00+00:00,49.34,80.17,104.22
2026-08-22 12:00:00+00:00,67.29,91.32,113.79
2026-08-22 13:00:00+00:00,82.36,104.91,127.34
2026-08-22 14:00:00+00:00,98.02,120.72,146.65
2026-08-22 15:00:00+00:00,124.89,153.97,193.23
2026-08-22 16:00:00+00:00,157.44,200.31,270.98
2026-08-22 17:00:00+00:00,168.93,214.49,297.57
2026-08-22 18:00:00+00:00,156.23,195.21,260.34
2026-08-22 19:00:00+00:00,150.08,178.89,221.25
2026-08-22 20:00:00+00:00,147.89,173.74,206.19
2026-08-22 21:00:00+00:00,137.60,159.57,187.26
