time_utc,p10,p50,p90
2026-07-25 22:00:00+00:00,12866.5,13456.7,14030.3
2026-07-25 23:00:00+00:00,12247.3,12837.4,13411.1
2026-07-26 00:00:00+00:00,11864.1,12454.3,13027.9
2026-07-26 01:00:00+00:00,11636.1,12226.3,12799.9
2026-07-26 02:00:00+00:00,11418.6,12008.7,12582.4
2026-07-26 03:00:00+00:00,11375.8,11966.0,12539.6
2026-07-26 04:00:00+00:00,11961.8,12552.0,13125.6
2026-07-26 05:00:00+00:00,12688.6,13278.8,13852.4
2026-07-26 06:00:00+00:00,13369.5,13959.6,14533.3
2026-07-26 07:00:00+00:00,14110.8,14700.9,15274.6
2026-07-26 08:00:00+00:00,14912.9,15503.0,16076.7
2026-07-26 09:00:00+00:00,15304.6,15894.7,16468.3
2026-07-26 10:00:00+00:00,15354.2,15944.4,16518.0
2026-07-26 11:00:00+00:00,15417.7,16007.8,16581.5
2026-07-26 12:00:00+00:00,15294.1,15884.3,16457.9
2026-07-26 13:00:00+00:00,14993.8,15583.9,16157.6
2026-07-26 14:00:00+00:00,15111.7,15701.9,16275.5
2026-07-26 15:00:00+00:00,15604.3,16194.5,16768.1
2026-07-26 16:00:00+00:00,15805.4,16395.6,16969.2
2026-07-26 17:00:00+00:00,15996.4,16586.6,17160.2
2026-07-26 18:00:00+00:00,16006.2,16596.3,17170.0
2026-07-26 19:00:00+00:00,15690.8,16281.0,16854.6
2026-07-26 20:00:00+00:00,14868.5,15458.7,16032.3
2026-07-26 21:00:00+00:00,13716.7,14306.8,14880.5
