time_utc,p10,p50,p90
2026-08-14 22:00:00+00:00,12856.1,13448.4,14032.1
2026-08-14 23:00:00+00:00,12183.8,12776.1,13359.8
2026-08-15 00:00:00+00:00,11817.7,12410.0,12993.7
2026-08-15 01:00:00+00:00,11599.3,12191.6,12775.3
2026-08-15 02:00:00+00:00,11565.5,12157.8,12741.5
2026-08-15 03:00:00+00:00,11368.3,11960.6,12544.3
2026-08-15 04:00:00+00:00,11835.0,12427.2,13010.9
2026-08-15 05:00:00+00:00,12739.8,13332.1,13915.8
2026-08-15 06:00:00+00:00,13584.4,14176.7,14760.4
2026-08-15 07:00:00+00:00,13930.6,14522.8,15106.6
2026-08-15 08:00:00+00:00,14022.7,14614.9,15198.7
2026-08-15 09:00:00+00:00,14044.6,14636.9,15220.6
2026-08-15 10:00:00+00:00,14104.1,14696.3,15280.0
2026-08-15 11:00:00+00:00,14201.3,14793.5,15377.2
2026-08-15 12:00:00+00:00,14255.1,14847.4,15431.1
2026-08-15 13:00:00+00:00,14472.8,15065.1,15648.8
2026-08-15 14:00:00+00:00,14764.4,15356.7,15940.4
2026-08-15 15:00:00+00:00,15281.6,15873.8,16457.6
2026-08-15 16:00:00+00:00,15668.4,16260.7,16844.4
2026-08-15 17:00:00+00:00,15667.3,16259.5,16843.2
2026-08-15 18:00:00+00:00,15680.7,16272.9,16856.7
2026-08-15 19:00:00+00:00,15387.0,15979.3,16563.0
2026-08-15 20:00:00+00:00,14435.5,15027.8,15611.5
2026-08-15 21:00:00+00:00,13224.9,13817.2,14400.9
