time_utc,p10,p50,p90
2026-07-29 22:00:00+00:00,117.77,130.03,144.54
2026-07-29 23:00:00+00:00,110.64,123.42,137.34
2026-07-30 00:00:00+00:00,106.49,119.19,133.54
2026-07-30 01:00:00+00:00,105.16,117.68,130.90
2026-07-30 02:00:00+00:00,105.94,118.34,131.94
2026-07-30 03:00:00+00:00,105.57,119.11,132.95
2026-07-30 04:00:00+00:00,119.72,139.98,167.67
2026-07-30 05:00:00+00:00,116.29,136.60,164.11
2026-07-30 06:00:00+00:00,92.77,111.45,133.41
2026-07-30 07:00:00+00:00,82.84,103.46,125.67
2026-07-30 08:00:00+00:00,54.33,82.72,106.07
2026-07-30 09:00:00+00:00,8.34,54.63,85.74
2026-07-30 10:00:00+00:00,-13.13,37.31,71.88
2026-07-30 11:00:00+00:00,-6.02,42.71,75.01
2026-07-30 12:00:00+00:00,36.47,69.63,96.37
2026-07-30 13:00:00+00:00,65.12,89.80,111.83
2026-07-30 14:00:00+00:00,82.19,105.18,126.93
2026-07-30 15:00:00+00:00,101.56,124.51,153.88
2026-07-30 16:00:00+00:00,155.69,200.16,267.76
2026-07-30 17:00:00+00:00,200.67,268.04,393.35
2026-07-30 18:00:00+00:00,186.04,243.05,346.36
2026-07-30 19:00:00+00:00,160.31,195.08,248.84
2026-07-30 20:00:00+00:00,156.76,186.78,225.45
2026-07-30 21:00:00+00:00,135.03,155.92,182.24
