time_utc,p10,p50,p90
2026-08-18 22:00:00+00:00,134.02,149.83,168.29
2026-08-18 23:00:00+00:00,128.57,143.47,160.90
2026-08-19 00:00:00+00:00,122.00,136.72,153.98
2026-08-19 01:00:00+00:00,119.63,134.43,150.92
2026-08-19 02:00:00+00:00,120.46,135.30,152.70
2026-08-19 03:00:00+00:00,123.12,139.33,157.44
2026-08-19 04:00:00+00:00,129.24,151.47,181.12
2026-08-19 05:00:00+00:00,129.09,153.68,192.25
2026-08-19 06:00:00+00:00,113.49,137.78,171.61
2026-08-19 07:00:00+00:00,99.88,119.89,147.23
2026-08-19 08:00:00+00:00,76.60,100.81,123.91
2026-08-19 09:00:00+00:00,48.00,80.75,105.12
2026-08-19 10:00:00+00:00,29.99,66.69,92.48
2026-08-19 11:00:00+00:00,17.17,59.13,88.94
2026-08-19 12:00:00+00:00,20.32,59.31,89.59
2026-08-19 13:00:00+00:00,48.88,80.66,106.85
2026-08-19 14:00:00+00:00,82.66,106.91,129.05
2026-08-19 15:00:00+00:00,105.64,128.51,155.30
2026-08-19 16:00:00+00:00,135.20,165.31,213.66
2026-08-19 17:00:00+00:00,165.58,209.33,286.77
2026-08-19 18:00:00+00:00,185.73,240.87,336.60
2026-08-19 19:00:00+00:00,170.65,209.90,267.43
2026-08-19 20:00:00+00:00,151.37,178.28,212.68
2026-08-19 21:00:00+00:00,136.91,158.88,186.62
