time_utc,p10,p50,p90
2026-08-15 22:00:00+00:00,124.66,158.06,173.73
2026-08-15 23:00:00+00:00,120.30,154.61,169.08
2026-08-16 00:00:00+00:00,115.96,151.11,168.15
2026-08-16 01:00:00+00:00,116.68,149.93,166.51
2026-08-16 02:00:00+00:00,115.92,149.11,164.86
2026-08-16 03:00:00+00:00,115.01,148.40,165.24
2026-08-16 04:00:00+00:00,110.56,146.04,162.72
2026-08-16 05:00:00+00:00,93.89,118.00,145.25
2026-08-16 06:00:00+00:00,15.09,45.33,98.56
2026-08-16 07:00:00+00:00,0.09,15.06,62.82
2026-08-16 08:00:00+00:00,-17.65,-7.59,35.81
2026-08-16 09:00:00+00:00,-22.63,-12.57,22.20
2026-08-16 10:00:00+00:00,-24.53,-12.14,20.79
2026-08-16 11:00:00+00:00,-22.62,-12.55,22.61
2026-08-16 12:00:00+00:00,-25.31,-12.18,21.47
2026-08-16 13:00:00+00:00,-24.72,-9.87,28.02
2026-08-16 14:00:00+00:00,0.45,15.50,57.99
2026-08-16 15:00:00+00:00,36.37,100.25,118.90
2026-08-16 16:00:00+00:00,130.67,159.77,173.96
2026-08-16 17:00:00+00:00,147.46,169.59,197.57
2026-08-16 18:00:00+00:00,153.65,183.69,195.42
2026-08-16 19:00:00+00:00,150.25,174.99,185.51
2026-08-16 20:00:00+00:00,142.10,172.94,188.57
2026-08-16 21:00:00+00:00,131.97,167.38,177.86
