time_utc,p10,p50,p90
2026-07-29 22:00:00+00:00,121.23,142.52,171.79
2026-07-29 23:00:00+00:00,117.28,136.44,155.49
2026-07-30 00:00:00+00:00,112.06,125.48,149.39
2026-07-30 01:00:00+00:00,110.61,125.33,147.09
2026-07-30 02:00:00+00:00,112.82,129.26,150.16
2026-07-30 03:00:00+00:00,114.73,131.02,148.66
2026-07-30 04:00:00+00:00,119.95,138.82,160.29
2026-07-30 05:00:00+00:00,123.24,143.01,170.19
2026-07-30 06:00:00+00:00,105.91,116.99,164.76
2026-07-30 07:00:00+00:00,71.28,106.80,129.13
2026-07-30 08:00:00+00:00,38.93,69.48,91.88
2026-07-30 09:00:00+00:00,20.45,41.72,76.58
2026-07-30 10:00:00+00:00,19.43,35.98,75.09
2026-07-30 11:00:00+00:00,20.73,40.55,82.71
2026-07-30 12:00:00+00:00,26.33,52.52,75.63
2026-07-30 13:00:00+00:00,49.78,90.28,105.24
2026-07-30 14:00:00+00:00,72.96,109.64,127.90
2026-07-30 15:00:00+00:00,105.76,129.79,149.30
2026-07-30 16:00:00+00:00,142.79,175.37,206.50
2026-07-30 17:00:00+00:00,166.21,235.53,305.88
2026-07-30 18:00:00+00:00,171.47,273.09,338.66
2026-07-30 19:00:00+00:00,168.20,216.69,269.37
2026-07-30 20:00:00+00:00,143.86,166.62,181.71
2026-07-30 21:00:00+00:00,123.77,135.81,165.49
