time_utc,p10,p50,p90
2026-08-01 22:00:00+00:00,144.36,162.53,185.03
2026-08-01 23:00:00+00:00,132.55,149.40,169.27
2026-08-02 00:00:00+00:00,126.34,142.40,160.29
2026-08-02 01:00:00+00:00,122.93,138.07,156.10
2026-08-02 02:00:00+00:00,123.39,138.48,156.73
2026-08-02 03:00:00+00:00,119.49,135.53,153.52
2026-08-02 04:00:00+00:00,104.41,121.64,141.94
2026-08-02 05:00:00+00:00,94.16,111.86,130.51
2026-08-02 06:00:00+00:00,79.93,99.85,120.60
2026-08-02 07:00:00+00:00,56.38,84.42,108.32
2026-08-02 08:00:00+00:00,37.55,72.20,98.75
2026-08-02 09:00:00+00:00,18.49,61.50,90.74
2026-08-02 10:00:00+00:00,9.60,52.83,81.61
2026-08-02 11:00:00+00:00,12.85,54.72,83.91
2026-08-02 12:00:00+00:00,23.15,60.47,90.43
2026-08-02 13:00:00+00:00,40.84,73.66,100.34
2026-08-02 14:00:00+00:00,59.40,88.52,110.84
2026-08-02 15:00:00+00:00,96.19,116.61,139.44
2026-08-02 16:00:00+00:00,110.75,132.04,159.49
2026-08-02 17:00:00+00:00,122.22,145.90,183.90
2026-08-02 18:00:00+00:00,127.55,153.59,193.91
2026-08-02 19:00:00+00:00,134.85,158.45,193.30
2026-08-02 20:00:00+00:00,138.25,160.96,189.07
2026-08-02 21:00:00+00:00,128.39,148.02,172.23
