time_utc,p10,p50,p90
2026-09-13 22:00:00+00:00,167.38,189.26,215.97
2026-09-13 23:00:00+00:00,156.01,177.27,201.89
2026-09-14 00:00:00+00:00,149.02,170.91,196.79
2026-09-14 01:00:00+00:00,143.67,164.34,187.81
2026-09-14 02:00:00+00:00,148.21,169.97,195.28
2026-09-14 03:00:00+00:00,150.17,173.80,202.25
2026-09-14 04:00:00+00:00,188.64,234.26,298.43
2026-09-14 05:00:00+00:00,212.59,275.35,382.67
2026-09-14 06:00:00+00:00,163.59,208.74,290.59
2026-09-14 07:00:00+00:00,133.01,163.72,218.10
2026-09-14 08:00:00+00:00,110.35,133.60,168.48
2026-09-14 09:00:00+00:00,98.09,119.62,145.47
2026-09-14 10:00:00+00:00,90.94,112.31,136.64
2026-09-14 11:00:00+00:00,110.20,131.20,159.62
2026-09-14 12:00:00+00:00,118.74,140.67,175.92
2026-09-14 13:00:00+00:00,127.10,154.12,199.90
2026-09-14 14:00:00+00:00,134.67,171.23,231.79
2026-09-14 15:00:00+00:00,212.21,292.36,412.19
2026-09-14 16:00:00+00:00,244.91,342.93,509.72
2026-09-14 17:00:00+00:00,278.38,379.88,578.70
2026-09-14 18:00:00+00:00,258.04,345.28,511.88
2026-09-14 19:00:00+00:00,206.35,260.24,340.76
2026-09-14 20:00:00+00:00,188.06,227.95,279.11
2026-09-14 21:00:00+00:00,171.25,205.16,249.49
