model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
chronos_bolt_zs,21.93097731054799,34.78051094571617,5.382210682497318,10.965488655273996,5.513730726312771,78.33973779385171,108.95941408486738,66.9283371578583,51.864406779661024,17696
