model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,spike_mae,spike_cover_pct,n_hours
lear,18.460772095265447,32.92273204203937,4.272430736855274,9.230386047632724,4.7891457512803015,72.0766590389016,58.288355127323506,56.16326530612245,17480
