model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
lear,18.51096922504943,32.85734013624046,4.299114733296026,9.255484612524715,4.799881262859558,71.37697516930022,90.98995996155585,70.97304138678803,48.98419864559819,17720
lear_full,19.180193277525568,34.23210251299978,4.385109504462849,9.590096638762784,5.184229953713826,69.81941309255079,95.69339458176677,77.5892786439973,43.45372460496614,17720
