model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
timesfm_zs,22.382980751623148,35.49883996718398,5.452802457814615,11.191490375811574,6.05595203423683,80.88600451467268,115.08754490932009,73.69802749048237,44.13092550790068,17720
