model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
chronos_bolt_zs,21.817731609370316,34.61027993664213,5.362527533336149,10.908865804685158,5.468135814054502,78.49887133182844,108.30663347046209,66.37861329158326,52.48306997742663,17720
