model,mae,rmse,mape_pct,pinball_p10,pinball_p50,pinball_p90,n_hours,skill_vs_naive
tso_forecast,417.8593866697101,556.782562358362,2.3115777321183684,,208.92969333485505,,8762,0.5923869148036519
lgbm_quantile,579.4320730756302,791.1960912319503,3.1600636548992562,170.05143383017685,289.7160365378151,202.62786473115318,8762,0.43477614120282715
ridge,717.7629259812121,960.1841854815681,4.0308572922679,168.9760182421388,358.88146299060605,178.60432115603203,8762,0.29983728969090606
lasso_ar,735.5272356145923,987.9804710865968,4.0971913105746305,172.29784331925865,367.76361780729616,186.30259942723902,8762,0.28250857748043023
seasonal_naive,1025.13732224378,1537.3484479232282,5.598619194788247,353.7883583359964,512.56866112189,281.75054057378446,8762,0.0
climatology,1621.4342376883135,2187.457731198724,8.565200827201593,307.1498079710683,810.7171188441567,430.0039515687057,8762,-0.5816751595185143
