model,mae,coverage_80_pct,winkler,pinball_p90,spike_mae,spike_cover_pct
lear_sym,18.241287584288163,79.59323583180988,87.91615042521265,4.520565769493786,69.46628736091432,55.593607305936075
lear_asym,18.241287584288163,79.08478062157222,87.69489394990003,4.534144257729375,69.46628736091432,56.278538812785385
lear_gpd,18.241287584288163,79.82746800731262,88.04801506800877,4.533752233773398,69.46628736091432,56.16438356164384
lear_raw,18.241287584288163,71.85786106032907,89.51737657107387,4.7043873520355595,69.46628736091432,51.598173515981735
