model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours,rmae
chronos_bolt_zs,21.980804849040435,34.87043151924031,5.403121334341079,10.990402424520218,5.5259347048283916,78.32155879671832,109.29056038886934,67.20285839697766,51.70842824601367,17552,0.7874526495342823
price_naive_yesterday,27.913811531449404,44.132495992631064,7.3392598834890626,13.956905765724702,7.106103804409753,53.01959890610757,144.45363687898816,77.53888097949886,36.78815489749431,17552,1.0
