model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,spike_mae,spike_cover_pct,n_hours,rmae
lgbm_quantile,17.896285337081046,28.723918747431046,4.64308006464222,8.948142668540523,5.552536759966699,51.78244972577697,61.30458594206827,44.74885844748858,17504,0.64053417146146
lear,18.429688931473212,32.874294777922756,4.285021871514604,9.214844465736606,4.780387869151362,72.15493601462522,70.65243238842228,50.34246575342466,17504,0.6596254645959423
price_naive_yesterday,27.939626228290678,44.17151367357725,7.347797641967551,13.969813114145339,7.1018656578496335,53.09072212065814,77.45978310502284,36.87214611872146,17504,1.0
price_naive_week,34.05301631055759,52.889413889231484,7.416695468178703,17.026508155278794,7.320421029478975,53.639168190127975,92.89916095890412,36.986301369863014,17504,1.2188071534069667
