model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
lgbm_quantile,17.35337585360019,28.27620075177233,4.368116972379574,8.676687926800096,5.4595059119479785,55.36844484629295,98.27622884327553,63.30892038299492,37.175141242937855,17696
lear,18.03711856067962,34.65573666650359,4.172518310939331,9.01855928033981,4.780975106864779,76.58227848101265,89.5349341780411,72.71898289613655,40.11299435028249,17696
