model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,spike_mae,spike_cover_pct,n_hours,rmae
lgbm_quantile,17.87075694431918,28.752604604222764,4.664543009691604,8.93537847215959,5.415092570071749,52.268053016453386,60.28685626481633,43.949771689497716,17504,0.6396204730263673
lear,18.241287584288163,32.74867051727894,4.247350305071826,9.120643792144081,4.7043873520355595,71.85786106032907,69.46628736091432,51.598173515981735,17504,0.6528823054124353
price_naive_yesterday,27.939626228290678,44.17151367357725,7.347797641967551,13.969813114145339,7.1018656578496335,53.09072212065814,77.45978310502284,36.87214611872146,17504,1.0
price_naive_week,34.05301631055759,52.889413889231484,7.416695468178703,17.026508155278794,7.320421029478975,53.639168190127975,92.89916095890412,36.986301369863014,17504,1.2188071534069667
