model,mae,rmse,mape_pct,pinball_p10,pinball_p50,pinball_p90,n_hours,skill_vs_naive
ridge_tso_rolling365,374.08449062711753,502.8528471456631,2.083023920590391,92.80469207822033,187.04224531355877,88.33450609622585,17450,0.6278744208003886
ridge_tso_expanding,377.5372758440362,504.80864712247484,2.0997911981700157,93.02534552278645,188.7686379220181,88.96350588069143,17450,0.6244397162593268
ridge_expanding,709.9914795320268,974.1369569688179,4.054575144964351,175.50256680784574,354.9957397660134,175.2769050664279,17450,0.29372642499899415
ridge_rolling365,710.4162243421728,965.1528596147199,4.054018362946754,171.3231111263701,355.2081121710864,175.38284111694662,17450,0.2933039043854754
seasonal_naive,1005.2641138825215,1537.3166841834493,5.592107725434972,359.8086932575931,502.63205694126077,252.31617649025787,17450,0.0
