model,mae,rmae,coverage_80_pct,spike_mae
patchtst_p24_s24_ctx1344,22.98180631280382,0.8229214893784798,69.45970695970696,79.33478131431737
patchtst_p12_s12_ctx1344,23.624356976472413,0.8459296351243039,68.29212454212454,83.01417536615507
patchtst_p24_s12_ctx1344,24.489994380159693,0.8769259637769905,70.01488095238095,80.15643132329805
