model,mae,rmse,mape_pct,pinball_p10,pinball_p50,pinball_p90,n_hours,skill_vs_naive
ridge,383.1928243438102,509.327994553731,2.1276567724147615,92.14112035829287,191.5964121719051,92.47570382574064,8762,0.626203420723096
lgbm_quantile,394.00558649649383,521.6301085566031,2.1573454369727596,110.81000139980299,197.00279324824692,120.10481472592727,8762,0.6156557975724559
tso_forecast,417.8593866697101,556.782562358362,2.3115777321183684,,208.92969333485505,,8762,0.5923869148036519
seasonal_naive,1025.13732224378,1537.3484479232282,5.598619194788247,353.7883583359964,512.56866112189,281.75054057378446,8762,0.0
