model,mae,rmae_vs_naive1d,coverage_80_pct,spike_mae,n_hours
tft_price_ctx168,70.16873342934362,2.5127698108018848,28.35648148148148,191.23778484980267,4320
tft_price_ctx672,56.71277664693197,2.030906731253135,46.80555555555556,162.6381143866645,4320
tft_price_ctx2016,61.49503000506648,2.2021610959628317,44.120370370370374,165.40982340494793,4320
