model,mae,rmse,mape_pct,pinball_p10,pinball_p50,pinball_p90,n_hours,skill_vs_naive
ridge_tso,374.08449062711753,502.8528471456631,2.083023920590391,92.80469207822033,187.04224531355877,88.33450609622585,17450,0.6278744208003886
lgbm_tso,383.61094675124644,513.853991384214,2.1236632656353764,108.30380557253093,191.80547337562322,113.01712554525106,17450,0.6183978504219474
tso_forecast,401.4639098567335,543.6567885385894,2.2340192864157644,,200.73195492836675,,17450,0.600638375216436
ridge,710.4162243421728,965.1528596147199,4.054018362946754,171.3231111263701,355.2081121710864,175.38284111694662,17450,0.2933039043854754
seasonal_naive,1005.2641138825215,1537.3166841834493,5.592107725434972,359.8086932575931,502.63205694126077,252.31617649025787,17450,0.0
