model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours
timesfm_zs,22.514759028790007,35.6814586838793,5.470831488108334,11.257379514395003,6.095786725648703,80.67924954792043,115.6661821265764,74.18707247735148,43.61581920903955,17696
