model,mae,coverage_80_pct,winkler,pinball_p90,spike_mae,spike_cover_pct
lgbm_quantile_sym,17.87075694431918,78.92481718464352,89.5293101655426,4.734080273450445,60.28685626481633,51.25570776255708
lgbm_quantile_asym,17.87075694431918,78.38779707495429,89.55748589661093,4.75573799938948,60.28685626481633,51.25570776255708
lgbm_quantile_gpd,17.87075694431918,78.89053930530164,89.71002771550148,4.752152028446333,60.28685626481633,51.25570776255708
lgbm_quantile_raw,17.87075694431918,52.268053016453386,100.79635579763354,5.415092570071749,60.28685626481633,43.949771689497716
