model,mae,rmse,pinball_p10,pinball_p50,pinball_p90,coverage_80_pct,winkler,spike_mae,spike_cover_pct,n_hours,rmae
lgbm_quantile,17.48302939195326,28.26654283566568,4.483084086884455,8.74151469597663,5.504890781207843,53.60642661804923,99.879748680923,61.96203110764859,39.749430523917994,17552,0.6263218253894066
price_naive_yesterday,27.913811531449404,44.132495992631064,7.3392598834890626,13.956905765724702,7.106103804409753,53.01959890610757,144.45363687898816,77.53888097949886,36.78815489749431,17552,1.0
