train_days,seed,mae,rmae,coverage_80_pct,spike_mae,n_hours,mean_val_pinball,wall_min
365,42,21.006576537859495,0.7663823426565859,67.18036529680366,84.09981883218843,8760,0.12419403000519826,0.6
730,42,20.53073410596804,0.7490221965599035,72.94520547945206,81.85839757283529,8760,0.12259777062214337,0.9
365,7,21.410416233637562,0.7811156149511135,67.21461187214612,77.4964867752981,8760,0.12394366699915665,0.7
730,7,20.206451419447113,0.7371914004027587,74.20091324200914,80.11781854289852,8760,0.11951127992226528,1.0
365,2026,22.08847026075947,0.8058530410051339,66.63242009132419,81.41644146366207,8760,0.1280916969363506,0.6
730,2026,20.07785061912014,0.7324996610113128,77.67123287671232,79.45893374508375,8760,0.120558829834828,1.1
