d_model,seed,mae,rmae,coverage_80_pct,spike_mae,n_hours
64,42,20.53073410596804,0.7490221965599035,72.94520547945206,81.85839757283529,8760
96,42,20.63103078580882,0.752681317517501,69.52054794520548,75.48272138830734,8760
128,42,19.917026883025148,0.7266323331580031,73.78995433789954,81.1392171809227,8760
192,42,20.25219693979063,0.7388603329384207,77.18036529680366,78.37916445658087,8760
128,7,20.459999995175018,0.7464416059797304,72.79680365296804,81.05229165969918,8760
128,2026,20.867474684972198,0.7613074936591061,75.82191780821917,79.90681946497529,8760
128,-1,19.784277028488788,0.7217892239382052,75.17123287671232,80.40715499041832,8760
